compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
circuito integrado,circuito integrado,"[True, True]",Isto culminou com a construção do primeiro circuito integrado no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro circuito integrado no final da década de sessenta .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Isto culminou com a construção do primeiro circuito no final da década de sessenta .,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro integrado no final da década de sessenta .,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro circuito normal no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro coiso integrado no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro circuito incluído no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro contorno integrado no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro contorno incluído no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro chip no final da década de sessenta .,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]",Isto culminou com a construção das primeiras populações curdas no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro exame clínico no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro terrível paradoxo no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro quadro-negro no final da década de sessenta .,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]",Isto culminou com a construção da primeira emissão eletrônica no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro centro espírita no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro restaurante típico no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro olho gordo no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro céu eterno no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]",Isto culminou com a construção do primeiro nó cego no final da década de sessenta .,"[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]"
círculo vicioso,círculo vicioso,"[True, True]","Comendo mais , engorda e assim começa um círculo vicioso .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um círculo vicioso .","[True, True, True, True, True, True, True, True, True, True, True]","Comendo mais , engorda e assim começa um círculo .","[False, False, False, False, False, False, False, False, True, False]","Comendo mais , engorda e assim começa um vicioso .","[False, False, False, False, False, False, False, False, True, False]","Comendo mais , engorda e assim começa um círculo normal .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um coiso vicioso .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um círculo viciado .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa uma circunferência viciosa .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa uma circunferência viciada .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um ciclo vicioso .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa uma distribuição funcional .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um agente secreto .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um complexo penitenciário .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um coração partido .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começam umas metodologias existentes .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um céu aberto .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começam uns minerais industriais .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um nó cego .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa uma atitude competitiva .","[False, False, False, False, False, False, False, False, True, True, False]","Comendo mais , engorda e assim começa um pé-direito .","[False, False, False, False, False, False, False, False, True, False]"
círculo virtuoso,círculo virtuoso,"[True, True]","Foi criado um círculo virtuoso , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um círculo virtuoso , em que se geram empregos formais , com salários maiores .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Foi criado um círculo , em que se geram empregos formais , com salários maiores .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um virtuoso , em que se geram empregos formais , com salários maiores .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um círculo normal , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um coiso virtuoso , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um círculo honrado , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criada uma circunferência virtuosa , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criada uma circunferência honrada , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um ciclo virtuoso , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criada uma greve estudantil , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um livre-docente , em que se geram empregos formais , com salários maiores .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criada uma caixa transparente , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um trabalho escravo , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criada uma guitarra gigante , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um pastor alemão , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um historiador holandês , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um pão-duro , em que se geram empregos formais , com salários maiores .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um péssimo casamento , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","Foi criado um colégio militar , em que se geram empregos formais , com salários maiores .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]"
classe executiva,classe executiva,"[True, True]",Os lounges para primeira classe e classe executiva ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e classe executiva ficam no andar de cima .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Os lounges para primeira classe e classe ficam no andar de cima .,"[False, False, False, False, False, False, True, False, False, False, False, False, False]",Os lounges para primeira classe e executiva ficam no andar de cima .,"[False, False, False, False, False, False, True, False, False, False, False, False, False]",Os lounges para primeira classe e classe normal ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e coisa executiva ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e classe administradora ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e categoria executiva ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e categoria administradora ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e classe de negócios ficam no andar de cima .,"[False, False, False, False, False, False, True, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e termos substanciais ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e viva voz ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e lei interpretativa ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e sétima arte ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e decisão unilateral ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e vaca louca ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e termos distritais ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e alta-costura ficam no andar de cima .,"[False, False, False, False, False, False, True, False, False, False, False, False, False]",Os lounges para primeira classe e título excepcional ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]",Os lounges para primeira classe e planta baixa ficam no andar de cima .,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False]"
colégio militar,colégio militar,"[True, True]","Cursou o colégio militar do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o colégio militar do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Cursou o colégio do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o militar do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o colégio normal do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o coiso militar do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o colégio bélico do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou a escola militar do Rio de Janeiro , na qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou a escola bélica do Rio de Janeiro , na qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou a escola militar do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o estado viável do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o sangue quente do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou a consciência histórica do Rio de Janeiro , na qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o centro comercial do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou a chuva miudinha do Rio de Janeiro , na qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o pé-direito do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o cientista britânico do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o príncipe encantado do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o conteúdo mínimo do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","Cursou o alto-falante do Rio de Janeiro , no qual obteve o diploma de agrimensor .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
coluna social,colunas sociais,"[True, True]","Depois de três anos vivendo em Washington , ele nunca apareceu em colunas sociais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em colunas sociais .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Depois de três anos vivendo em Washington , ele nunca apareceu em colunas .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em sociais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em colunas normais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em coisas sociais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em colunas comunitárias .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em pilares sociais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em pilares comunitários .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em coluna de fofoca .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em regime brasileiro .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em mesas-redondas .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em cooperação comercial .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em estrelas cadentes .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em colônias francesas .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em luas cheias .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em cidade rural .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em redes sociais .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em exposição seguinte .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Depois de três anos vivendo em Washington , ele nunca apareceu em bebidas alcoólicas .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
comida caseira,comida caseira,"[True, True]",No fundo do quintal tem mesinhas onde ela serve comida caseira .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve comida caseira .,"[True, True, True, True, True, True, True, True, True, True, True, True]",No fundo do quintal tem mesinhas onde ela serve comida .,"[False, False, False, False, False, False, False, False, False, True, False]",No fundo do quintal tem mesinhas onde ela serve caseira .,"[False, False, False, False, False, False, False, False, False, True, False]",No fundo do quintal tem mesinhas onde ela serve comida normal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve coisa caseira .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve comida doméstica .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve alimento caseiro .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve alimento doméstico .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve comida feita em casa .,"[False, False, False, False, False, False, False, False, False, True, True, True, True, False]",No fundo do quintal tem mesinhas onde ela serve pressões partidárias .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve carne branca .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve princípio contabilístico .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve água mineral .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve cuidados clínicos .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve lista negra .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve discussões jurídicas .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve quinta categoria .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve reflexão inteligente .,"[False, False, False, False, False, False, False, False, False, True, True, False]",No fundo do quintal tem mesinhas onde ela serve carta aberta .,"[False, False, False, False, False, False, False, False, False, True, True, False]"
companhia aérea,companhias aéreas,"[True, True]",Nossas companhias aéreas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas companhias aéreas têm um histórico assustador .,"[True, True, True, True, True, True, True, True]",Nossas companhias têm um histórico assustador .,"[False, True, False, False, False, False, False]",Nossas aéreas têm um histórico assustador .,"[False, True, False, False, False, False, False]",Nossas companhias normais têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas coisas aéreas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas companhias aeronáuticas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas empresas aéreas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas empresas aeronáuticas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas empresas aéreas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nosso revezamento americano tem um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas magias negras têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nosso malogro total tem um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas cercas vivas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nosso plano técnico tem um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas estrelas cadentes têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nosso prazo restante tem um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas segundas intenções têm um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossa dissipação total tem um histórico assustador .,"[False, True, True, False, False, False, False, False]",Nossas saias justas têm um histórico assustador .,"[False, True, True, False, False, False, False, False]"
conta-corrente,conta-corrente,[True],Um cartão de débito tem ligação com sua conta-corrente .,"[False, False, False, False, False, False, False, False, True, False]",Um cartão de débito tem ligação com sua conta-corrente .,"[True, True, True, True, True, True, True, True, True, True]",Um cartão de débito tem ligação com sua conta .,"[False, False, False, False, False, False, False, False, True, False]",Um cartão de débito tem ligação com sua corrente .,"[False, False, False, False, False, False, False, False, True, False]",Um cartão de débito tem ligação com sua conta normal .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua coisa corrente .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua conta ordinária .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua contagem corrente .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua contagem ordinária .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua conta bancária .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua antiga fortaleza .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua maré alta .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua devoção popular .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua máquina virtual .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com seu ambiente amigável .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua batata-doce .,"[False, False, False, False, False, False, False, False, True, False]",Um cartão de débito tem ligação com seus valores iguais .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua escada rolante .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua antiga orquestra .,"[False, False, False, False, False, False, False, False, True, True, False]",Um cartão de débito tem ligação com sua alta-costura .,"[False, False, False, False, False, False, False, False, True, False]"
coração partido,coração partido,"[True, True]","A dor de um coração partido é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um coração partido é inevitável , mas o sofrimento é opcional .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","A dor de um coração é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False]","A dor de um partido é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False]","A dor de um coração normal é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um coiso partido é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um coração quebrado é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de uma alma partida é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de uma alma quebrada é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de uma decepção amorosa é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de uma dimensão inferior é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um amor-próprio é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False]","A dor de um caso escandaloso é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um príncipe encantado é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um verdadeiro manual é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um quadro-negro é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False]","A dor de um domínio inglês é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um disco rígido é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de uma resposta inglesa é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","A dor de um ônibus executivo é inevitável , mas o sofrimento é opcional .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]"
corda bamba,corda bamba,"[True, True]","É uma corda bamba , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma corda bamba , mas acho que conseguimos nos equilibrar muito bem .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","É uma corda , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, False, False, False, False, False, False, False, False, False, False]","É uma bamba , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, False, False, False, False, False, False, False, False, False, False]","É uma corda normal , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma coisa bamba , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma corda lassa , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É um cabo bambo , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É um cabo lasso , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma situação delicada , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É um concerto grosso , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma primeira mão , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","São uns costumes tribais , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma escada rolante , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","São umas construções inacabadas , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma água mineral , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É um idioma malaio , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma roleta russa , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","São uns males espirituais , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]","É uma reta final , mas acho que conseguimos nos equilibrar muito bem .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False]"
