compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
carne vermelha,carne vermelha,"[True, True]",Como os nutricionistas vêem o consumo de carne vermelha ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de carne vermelha ?,"[True, True, True, True, True, True, True, True, True, True]",Como os nutricionistas vêem o consumo de carne ?,"[False, False, False, False, False, False, False, True, False]",Como os nutricionistas vêem o consumo de vermelha ?,"[False, False, False, False, False, False, False, True, False]",Como os nutricionistas vêem o consumo de carne normal ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de coisa vermelha ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de carne encarnada ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de bife vermelho ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de bife encarnado ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de carne bovina ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de projectos empresariais ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de montanha-russa ?,"[False, False, False, False, False, False, False, True, False]",Como os nutricionistas vêem o consumo de prática governativa ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de câmara fria ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de homens exaustos ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de planta baixa ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de homens doutos ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de roda gigante ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de ameaças actuais ?,"[False, False, False, False, False, False, False, True, True, False]",Como os nutricionistas vêem o consumo de água mineral ?,"[False, False, False, False, False, False, False, True, True, False]"
carro-forte,carro-forte,[True],Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro-forte .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro-forte .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um forte .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro normal .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um coiso forte .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro duro .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e uma viatura forte .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e uma viatura dura .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um carro blindado .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um serviço certo .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um governo federal .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um judeu americano .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um ano-novo .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e uma verificação anterior .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um pé-direito .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e uma comunidade belga .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um gelo-seco .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um pequeno chefe .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Já tivemos ministros que nem sabiam a diferença entre um blindado e um colégio militar .,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
carta aberta,carta aberta,"[True, True]",A carta aberta também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A carta aberta também faz denúncias de descaso com a saúde de indígenas .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",A carta também faz denúncias de descaso com a saúde de indígenas .,"[False, True, False, False, False, False, False, False, False, False, False, False, False]",A aberta também faz denúncias de descaso com a saúde de indígenas .,"[False, True, False, False, False, False, False, False, False, False, False, False, False]",A carta normal também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A coisa aberta também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A carta acessível também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A correspondência aberta também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A correspondência acessível também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A carta pública também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A eventual prática também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A sétima arte também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",O uso abundante também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A febre amarela também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",Os detalhes especiais também fazem denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A câmara fria também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A organização militante também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A planta baixa também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A pressão negativa também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]",A farinha integral também faz denúncias de descaso com a saúde de indígenas .,"[False, True, True, False, False, False, False, False, False, False, False, False, False, False]"
centro comercial,centros comerciais,"[True, True]","Normalmente , os restaurantes encontram - se dentro de centros comerciais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de centros comerciais .","[True, True, True, True, True, True, True, True, True, True, True, True]","Normalmente , os restaurantes encontram - se dentro de centros .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de comerciais .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de centros normais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de coisos comerciais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de centros mercantis .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de congregações comerciais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de congregações mercantis .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de shoppings .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de ano incrível .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de puros-sangues .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de empobrecimento social .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de gatos-pingados .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de proveniência social .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de novos-ricos .","[False, False, False, False, False, False, False, False, False, True, False]","Normalmente , os restaurantes encontram - se dentro de única existência .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de pontos fortes .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de redenção social .","[False, False, False, False, False, False, False, False, False, True, True, False]","Normalmente , os restaurantes encontram - se dentro de café coloniais .","[False, False, False, False, False, False, False, False, False, True, True, False]"
centro espírita,centro espírita,"[True, True]",O centro espírita tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O centro espírita tem que ser o lugar de doutrina espírita .,"[True, True, True, True, True, True, True, True, True, True, True, True]",O centro tem que ser o lugar de doutrina espírita .,"[False, True, False, False, False, False, False, False, False, False, False]",O espírita tem que ser o lugar de doutrina espírita .,"[False, True, False, False, False, False, False, False, False, False, False]",O centro normal tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O coiso espírita tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O centro espiritista tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",A congregação espírita tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",A congregação espiritista tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O centro religioso tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O certo passo tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O pólo-aquático tem que ser o lugar de doutrina espírita .,"[False, True, False, False, False, False, False, False, False, False, False]",A produção midiática tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O pavio curto tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O apoio organizativo tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O juízo final tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",Os próprios empresários têm que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O novo mundo tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O clube belga tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O navio negreiro tem que ser o lugar de doutrina espírita .,"[False, True, True, False, False, False, False, False, False, False, False, False]"
cerca viva,cerca viva,"[True, True]",Ela forma uma ótima cerca viva quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima cerca viva quando plantada a cada metro e meio .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Ela forma uma ótima cerca quando plantada a cada metro e meio .,"[False, False, False, False, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima viva quando plantada a cada metro e meio .,"[False, False, False, False, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima cerca normal quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima coisa viva quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima cerca ativa quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima vedação viva quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima vedação ativa quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima cerca de plantas quando plantada a cada metro e meio .,"[False, False, False, False, True, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima surtida aventurosa quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima má-fé quando plantada a cada metro e meio .,"[False, False, False, False, True, False, False, False, False, False, False, False, False]",Ela forma um ótimo atalho transponível quando plantado a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima força bruta quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima corola epigínica quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima sentença judicial quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima corola dialipétala quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima carta aberta quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima ala própria quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]",Ela forma uma ótima tela plana quando plantada a cada metro e meio .,"[False, False, False, False, True, True, False, False, False, False, False, False, False, False]"
céu aberto,céu aberto,"[True, True]","Eram umas lobas que , a céu aberto lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a céu aberto lutavam raivosamente para proteger sua tribo .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Eram umas lobas que , a céu lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Eram umas lobas que , a aberto lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Eram umas lobas que , a céu normal lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a coiso aberto lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a céu acessível lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a firmamento aberto lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a firmamento acessível lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , ao ar livre lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a classe química lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a pé-direito lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Eram umas lobas que , a linha ofensiva lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a juízo final lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a ajuda conjunta lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a bode expiatório lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a verdadeira porta lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a alto mar lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a imagens naturais lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Eram umas lobas que , a elefante branco lutavam raivosamente para proteger sua tribo .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]"
cheiro-verde,cheiros verdes,"[True, True]",Bouquet garni : palavra de origem francesa que significa um ramalhete de cheiros verdes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de cheiros verdes .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Bouquet garni : palavra de origem francesa que significa um ramalhete de cheiros .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de verdes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de cheiros normais .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de coisos verdes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de cheiros esverdeados .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de odores verdes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de odores esverdeados .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de tempero .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de actividades estranhas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de caixeiros viajantes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de provas diárias .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de vôos domésticos .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de província pobre .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de pontos cegos .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de leitura aberta .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de puros-sangues .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de materiais poluentes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Bouquet garni : palavra de origem francesa que significa um ramalhete de trabalhos braçais .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
circuito integrado,circuito integrado,"[True, True]","Em 1965 , produziu seu primeiro circuito integrado experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro circuito integrado experimental e começou a lançar equipamentos electrônicos transistorizados .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Em 1965 , produziu seu primeiro circuito experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro integrado experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro circuito normal experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro coiso integrado experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro circuito incluído experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro contorno integrado experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro contorno incluído experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro chip experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu suas primeiras populações curdas experimentais e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro livro aberto experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro terrível paradoxo experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro primeiro plano experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu sua primeira emissão eletrônica experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro amigo secreto experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro restaurante típico experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro ar condicionado experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro céu eterno experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]","Em 1965 , produziu seu primeiro governo federal experimental e começou a lançar equipamentos electrônicos transistorizados .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False]"
círculo vicioso,círculo vicioso,"[True, True]",Acelerou - se o círculo vicioso entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o círculo vicioso entre finanças e política .,"[True, True, True, True, True, True, True, True, True, True, True]",Acelerou - se o círculo entre finanças e política .,"[False, False, False, False, True, False, False, False, False, False]",Acelerou - se o vicioso entre finanças e política .,"[False, False, False, False, True, False, False, False, False, False]",Acelerou - se o círculo normal entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o coiso vicioso entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o círculo viciado entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se a circunferência viciosa entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se a circunferência viciada entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o ciclo vicioso entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se a distribuição funcional entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o pão-duro entre finanças e política .,"[False, False, False, False, True, False, False, False, False, False]",Acelerou - se o complexo penitenciário entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o disco voador entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerara - se as metodologias existentes entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o olho gordo entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Aceleraram - se as minerais industriais entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o ano-novo entre finanças e política .,"[False, False, False, False, True, False, False, False, False, False]",Acelerou - se a atitude competitiva entre finanças e política .,"[False, False, False, False, True, True, False, False, False, False, False]",Acelerou - se o amor-próprio entre finanças e política .,"[False, False, False, False, True, False, False, False, False, False]"
círculo virtuoso,círculo virtuoso,"[True, True]",Um comportamento altruístico que gera o círculo virtuoso da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o círculo virtuoso da reciprocidade .,"[True, True, True, True, True, True, True, True, True, True, True]",Um comportamento altruístico que gera o círculo da reciprocidade .,"[False, False, False, False, False, False, True, False, False, False]",Um comportamento altruístico que gera o virtuoso da reciprocidade .,"[False, False, False, False, False, False, True, False, False, False]",Um comportamento altruístico que gera o círculo normal da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o coiso virtuoso da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o círculo honrado da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera a circunferência virtuosa da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera a circunferência honrada da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o ciclo virtuoso da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera a greve estudantil da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o céu aberto da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera a caixa transparente da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o elefante branco da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera a guitarra gigante da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o pavio curto da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o historiador holandês da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o carro-forte da reciprocidade .,"[False, False, False, False, False, False, True, False, False, False]",Um comportamento altruístico que gera os reis católicos da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]",Um comportamento altruístico que gera o agente secreto da reciprocidade .,"[False, False, False, False, False, False, True, True, False, False, False]"
